日期,股票代码,股票简称,开盘价:不复权今日,收盘价:不复权今日,开盘价:不复权明日,收盘价:不复权明日,涨跌幅:前复权今日,涨跌幅:前复权昨日,开盘收益率,收益率,量比,个股热度排名昨日,连续涨停天数昨日,竞价涨幅今日,实体涨跌幅今日,实体涨跌幅昨日,实体涨跌幅前日,成交量昨日,成交量前日,换手率昨日,个股热度昨日,个股热度前日,大单动向(ddx值)昨日,最低价:不复权今日,开盘后最大跌幅,基础代码,竞价强度,竞价匹配金额_openapi,竞价未匹配金额,竞价换手率_openapi,竞价量比_openapi,昨日涨停_openapi,昨日炸板_openapi,连续涨停天数_openapi,个股热度排名_openapi,集合竞价评级_unifiedwap,昨收估算,昨日成交额估算,竞昨成交比估算,昨日前日成交量比,industry_code,申万一级行业代码,申万一级行业,申万一级行业开盘涨幅,申万一级行业开盘涨幅排名,市场指数收盘,市场20日新高数,市场20日新低数,市场20日高低差,市场60日新高数,市场60日新低数,市场60日高低差,市场120日新高数,市场120日新低数,市场120日高低差,一级行业候选数,竞价未匹配占比
20260225,300017.SZ,网宿科技,21.88,20.35,20.5,19.75,-4.4600939,-5.41740675,-0.063071297989031,-0.0973491773308957,0.9535426278812684,25,0,2.723,-6.993,-5.417,0.044,474489249.0,497606751.0,20.575026,13427348.0,15944769.5,0.0,19.88,-0.0914076782449725,300017,9.290426142034622,77374244.0,-685391.0,0.1533427069495912,,,,,25.0,看多,21.300000973491816,10106621465.6114,0.007655797168546595,0.9535426278812684,710301,801750,计算机,0.0015933167604249,16.0,4147.23,709,94,615,550,27,523,344,17,327,2,-0.008858128552441818
20260226,002455.SZ,百川股份,14.05,14.1,13.96,14.36,-1.53631285,-1.37741047,-0.0064056939501779,0.0220640569395016,1.2137748536946773,33,0,-1.886,0.356,-6.527,-3.135,177932049.0,146593949.0,34.268465,12365639.0,9095512.0,-4540.335,13.32,-0.0519572953736655,002455,8.561672192404654,62204970.0,5376935.0,0.8526862101996809,,,,,33.0,看多,14.320076645534787,2548000579.3770514,0.02441324798097503,1.2137748536946773,220309,801030,基础化工,0.0044787212103054,6.0,4146.63,874,327,547,688,127,561,445,82,363,1,0.08643899354022677
20260226,002969.SZ,嘉美包装,25.5,23.76,22.81,23.49,-10.0,-9.65092402,-0.1054901960784314,-0.0788235294117647,1.0790870281897986,24,0,-3.409,-6.824,-8.333,-5.742,100499128.0,93133478.0,9.200782,13422793.0,15213826.0,-3124.384,23.76,-0.0682352941176469,002969,8.096205351429191,51104193.0,2392257.0,0.1834758081167902,,,,,24.0,混战,26.39997515296456,2653174482.094605,0.01926152740608854,1.0790870281897986,360203,801140,轻工制造,0.0002992684968765,19.0,4146.63,874,327,547,688,127,561,445,82,363,1,0.04681136438256642
20260312,002969.SZ,嘉美包装,26.0,24.06,23.88,26.47,-4.6373365,-2.62446932,-0.0815384615384615,0.018076923076923,3.230473840841521,23,0,3.052,-7.462,-6.556,5.755,156199855.0,48351995.0,14.300231,16048415.5,10043293.0,-2202.819,23.66,-0.09,002969,9.174674991098454,77360400.0,-3920800.0,0.2724004456249371,,,,,23.0,看多,25.229980980475872,3940919370.803089,0.019630038760279262,3.230473840841521,360203,801140,轻工制造,0.0020523005627275,5.0,4129.1,548,545,3,398,181,217,301,102,199,1,-0.050682261208576995
20260325,002310.SZ,东方新能,3.68,3.8,3.64,3.49,0.26385224,-1.04438642,-0.0108695652173913,-0.0516304347826086,1.1387942979429255,4,0,-2.902,3.261,-1.302,6.094,970284012.0,852027459.0,23.107228,34072380.5,33006687.0,9951.631,3.53,-0.0407608695652174,002310,8.7472771556785,51978896.0,315744.0,0.3363784892285427,,,,,4.0,混战,3.7899853755999096,3677362215.658407,0.014134831695031578,1.1387942979429257,620307,801720,建筑装饰,0.0057565679635638,10.0,3931.84,218,61,157,168,28,140,125,16,109,1,0.006074465298378019
20260325,603986.SH,兆易创新,275.15,278.4,268.0,262.0,1.71349238,0.13169929,-0.0259858259131382,-0.0477921133926948,1.1941319884025736,62,0,0.526,1.181,-1.54,-1.318,33691468.0,28214191.0,5.044805,8835821.5,5560804.5,666.81,275.14,-3.634381246589463e-05,603986,7.967413242376715,54699820.0,165090.0,0.0297673956834634,,,,,62.0,-,273.710283906651,9221701271.511847,0.0059316408534053795,1.1941319884025736,270104,801080,电子,0.0116945619520569,3.0,3931.84,218,61,157,168,28,140,125,16,109,1,0.0030181086519114686
20260325,002594.SZ,比亚迪,106.72,106.6,106.62,103.14,-0.03750938,-0.91981789,-0.0009370314842578,-0.0335457271364317,0.5169561508783515,29,0,0.075,-0.112,-1.624,3.62,92144617.0,178244551.0,2.642335,14179701.0,32666350.5,-44.258,105.28,-0.0134932533733133,002594,8.453894278022322,74899191.0,146313.12,0.0201256189166781,,,,,29.0,-,106.64001998501124,9826303798.391207,0.007622315830725967,0.5169561508783515,280501,801880,汽车,0.0064917475031218,6.0,3931.84,218,61,157,168,28,140,125,16,109,1,0.0019534672944598293
20260401,002309.SZ,中利集团,4.74,4.53,4.55,4.98,-8.29959514,3.78151261,-0.040084388185654,0.0506329113924051,1.151287956342105,3,0,-4.049,-4.43,2.917,11.737,1007493570.0,875101285.0,41.87191,35439849.5,33568371.0,13551.083,4.47,-0.0569620253164557,002309,8.901831731271265,92319084.0,14647074.0,0.8094567341639303,,,,,2.0,混战,4.940021469291618,4977039865.973257,0.018548994278941154,1.151287956342105,630805,801730,电力设备,0.013991428022402,17.0,3948.55,311,129,182,117,49,68,92,29,63,1,0.15865705513282605
20260401,002192.SZ,融捷股份,75.0,70.63,70.67,72.32,-7.40692187,-6.95291535,-0.0577333333333333,-0.0357333333333334,0.8250774444396909,91,0,-1.678,-5.827,-7.247,-1.644,52013708.0,63041001.0,20.073392,7194267.0,13486522.5,-1406.297,70.25,-0.0633333333333333,002192,8.078531241906296,52687500.0,2887500.0,0.2711123399307399,,,,,30.0,看多,76.27997803136633,3967604503.569903,0.013279423378160234,0.8250774444396909,240603,801050,有色金属,0.0249474835107976,4.0,3948.55,311,129,182,117,49,68,92,29,63,2,0.054804270462633455
20260401,002149.SZ,西部材料,51.55,50.06,49.66,49.15,-2.87155607,-3.02916275,-0.0366634335596508,-0.046556741028128,1.0028065091575982,9,0,0.019,-2.89,-1.829,9.928,107604557.0,107303409.0,22.043822,22595825.0,26120105.5,-2916.113,48.15,-0.0659553831231813,002149,8.642544810424548,86612712.0,821243.05,0.3441986927689822,,,,,9.0,看多,51.540207360601485,5545961180.725662,0.015617258970548211,1.0028065091575982,240504,801050,有色金属,0.0249474835107976,4.0,3948.55,311,129,182,117,49,68,92,29,63,2,0.009481784267417928
